"app","file","line","sdk_call","method","path"
"admin","apps/admin/src/app/(protected)/ops/logs/page.tsx","74","client.GET","GET","/ops/runs/{id}"
"admin","apps/admin/src/app/(protected)/ops/logs/page.tsx","75","client.GET","GET","/ops/runs/{id}/logs"
"admin","apps/admin/src/app/(protected)/ops/page.tsx","52","client.GET","GET","/ops/dashboard"
"admin","apps/admin/src/app/(protected)/ops/page.tsx","62","client.POST","POST","/ops/backups/full:run"
"admin","apps/admin/src/app/(protected)/ops/page.tsx","74","client.POST","POST","/ops/healthcheck:run"
"admin","apps/admin/src/app/(protected)/ops/restore/page.tsx","46","client.GET","GET","/ops/runs"
"admin","apps/admin/src/app/(protected)/ops/restore/page.tsx","47","client.GET","GET","/ops/runs"
"admin","apps/admin/src/app/(protected)/ops/restore/page.tsx","65","client.POST","POST","/ops/restores/full:dryRun"
"admin","apps/admin/src/app/(protected)/ops/restore/page.tsx","75","client.GET","GET","/ops/runs/{id}"
"admin","apps/admin/src/app/(protected)/ops/restore/page.tsx","96","client.POST","POST","/ops/restores/full:run"
"admin","apps/admin/src/app/(protected)/ops/schedules/page.tsx","40","client.GET","GET","/ops/schedules"
"admin","apps/admin/src/app/(protected)/ops/schedules/page.tsx","41","client.GET","GET","/ops/storage-targets"
"admin","apps/admin/src/app/(protected)/ops/schedules/page.tsx","53","client.POST","POST","/ops/schedules/{id}:toggle"
"admin","apps/admin/src/app/(protected)/ops/schedules/page.tsx","64","client.POST","POST","/ops/schedules:create"
"admin","apps/admin/src/app/(protected)/ops/storage/page.tsx","53","client.GET","GET","/ops/storage-targets"
"admin","apps/admin/src/app/(protected)/ops/storage/page.tsx","77","client.POST","POST","/ops/storage-targets:create"
"admin","apps/admin/src/app/(protected)/ops/storage/page.tsx","101","client.POST","POST","/ops/storage-targets/{id}:test"
"admin","apps/admin/src/app/(protected)/ops/storage/page.tsx","115","client.POST","POST","/ops/storage-targets/{id}:toggle"
"admin","apps/admin/src/app/(protected)/ops/tenants/page.tsx","40","client.GET","GET","/ops/runs"
"admin","apps/admin/src/app/(protected)/ops/tenants/page.tsx","54","client.POST","POST","/ops/backups/tenant:export"
"admin","apps/admin/src/app/(protected)/patients/page.tsx","20","client.GET","GET","/patients"
"admin","apps/admin/src/app/(protected)/roles/page.tsx","26","client.GET","GET","/roles"
"admin","apps/admin/src/app/(protected)/roles/page.tsx","27","client.GET","GET","/roles/permissions"
"admin","apps/admin/src/app/(protected)/roles/page.tsx","39","client.POST","POST","/roles"
"admin","apps/admin/src/app/(protected)/roles/page.tsx","60","client.PATCH","PATCH","/roles/{roleId}"
"admin","apps/admin/src/app/(protected)/roles/page.tsx","69","client.DELETE","DELETE","/roles/{roleId}"
"admin","apps/admin/src/app/(protected)/system/health/page.tsx","15","client.GET","GET","/health"
"admin","apps/admin/src/app/(protected)/system/health/page.tsx","16","client.GET","GET","/health/worker"
"admin","apps/admin/src/app/(protected)/system/health/page.tsx","17","client.GET","GET","/health/pdf"
"admin","apps/admin/src/app/(protected)/templates/[id]/page.tsx","397","client.GET","GET","/admin/templates/{templateId}"
"admin","apps/admin/src/app/(protected)/templates/[id]/page.tsx","414","client.PATCH","PATCH","/admin/templates/{templateId}"
"admin","apps/admin/src/app/(protected)/templates/[id]/page.tsx","440","client.POST","POST","/admin/templates/{templateId}/activate"
"admin","apps/admin/src/app/(protected)/templates/[id]/page.tsx","444","client.POST","POST","/admin/templates/{templateId}/archive"
