app,file,line,method,path,sdk_call,openapi_operationId
admin,apps/admin/src/app/(protected)/ops/storage/page.tsx,77,POST,/ops/storage-targets:create,client.POST,createOpsStorageTarget
admin,apps/admin/src/app/(protected)/ops/storage/page.tsx,101,POST,/ops/storage-targets/{id}:test,client.POST,testOpsStorageTarget
admin,apps/admin/src/app/(protected)/ops/storage/page.tsx,115,POST,/ops/storage-targets/{id}:toggle,client.POST,toggleOpsStorageTarget
admin,apps/admin/src/app/(protected)/ops/tenants/page.tsx,40,GET,/ops/runs,client.GET,listOpsRuns
admin,apps/admin/src/app/(protected)/ops/tenants/page.tsx,54,POST,/ops/backups/tenant:export,client.POST,runTenantExport
admin,apps/admin/src/app/(protected)/patients/page.tsx,20,GET,/patients,client.GET,listPatients
admin,apps/admin/src/app/(protected)/roles/page.tsx,26,GET,/roles,client.GET,listRoles
admin,apps/admin/src/app/(protected)/roles/page.tsx,27,GET,/roles/permissions,client.GET,listPermissions
admin,apps/admin/src/app/(protected)/roles/page.tsx,39,POST,/roles,client.POST,createRole
admin,apps/admin/src/app/(protected)/roles/page.tsx,60,PATCH,/roles/{roleId},client.PATCH,updateRole
admin,apps/admin/src/app/(protected)/roles/page.tsx,69,DELETE,/roles/{roleId},client.DELETE,deleteRole
admin,apps/admin/src/app/(protected)/system/health/page.tsx,15,GET,/health,client.GET,getHealth
admin,apps/admin/src/app/(protected)/system/health/page.tsx,16,GET,/health/worker,client.GET,getWorkerHealth
admin,apps/admin/src/app/(protected)/system/health/page.tsx,17,GET,/health/pdf,client.GET,getPdfHealth
admin,apps/admin/src/app/(protected)/templates/[id]/page.tsx,397,GET,/admin/templates/{templateId},client.GET,getPrintTemplate
admin,apps/admin/src/app/(protected)/templates/[id]/page.tsx,414,PATCH,/admin/templates/{templateId},client.PATCH,updatePrintTemplate
admin,apps/admin/src/app/(protected)/templates/[id]/page.tsx,440,POST,/admin/templates/{templateId}/activate,client.POST,activatePrintTemplate
admin,apps/admin/src/app/(protected)/templates/[id]/page.tsx,444,POST,/admin/templates/{templateId}/archive,client.POST,archivePrintTemplate
admin,apps/admin/src/app/(protected)/templates/[id]/page.tsx,448,POST,/admin/templates/{templateId}/new-version,client.POST,createTemplateNewVersion
admin,apps/admin/src/app/(protected)/templates/[id]/preview/page.tsx,21,POST,/admin/templates/{templateId}/preview,client.POST,previewPrintTemplate
admin,apps/admin/src/app/(protected)/templates/new/page.tsx,42,GET,/admin/template-blueprints,client.GET,listTemplateBlueprints
admin,apps/admin/src/app/(protected)/templates/new/page.tsx,45,GET,/admin/templates,client.GET,listPrintTemplates
admin,apps/admin/src/app/(protected)/templates/new/page.tsx,70,POST,/admin/templates,client.POST,createPrintTemplate
admin,apps/admin/src/app/(protected)/templates/page.tsx,39,GET,/admin/templates,client.GET,listPrintTemplates
admin,apps/admin/src/app/(protected)/templates/page.tsx,59,POST,/admin/templates/{templateId}/activate,client.POST,activatePrintTemplate
admin,apps/admin/src/app/(protected)/templates/page.tsx,61,POST,/admin/templates/{templateId}/archive,client.POST,archivePrintTemplate
admin,apps/admin/src/app/(protected)/templates/page.tsx,121,POST,/admin/template-blueprints/provision-defaults,client.POST,provisionDefaultTemplates
admin,apps/admin/src/app/(protected)/tenants/page.tsx,27,GET,/tenants,client.GET,listTenants
admin,apps/admin/src/app/(protected)/tenants/page.tsx,37,POST,/tenants,client.POST,createTenant
admin,apps/admin/src/app/(protected)/tenants/page.tsx,56,PATCH,/tenants/{tenantId},client.PATCH,updateTenant
admin,apps/admin/src/app/(protected)/tenants/page.tsx,68,PATCH,/tenants/{tenantId},client.PATCH,updateTenant
admin,apps/admin/src/app/(protected)/tenants/page.tsx,87,POST,/tenants/{tenantId}:enable-lims,client.POST,enableLimsForTenant
admin,apps/admin/src/app/(protected)/users/page.tsx,38,GET,/users,client.GET,listUsers
admin,apps/admin/src/app/(protected)/users/page.tsx,39,GET,/roles,client.GET,listRoles
admin,apps/admin/src/app/(protected)/users/page.tsx,52,POST,/users,client.POST,createUser
admin,apps/admin/src/app/(protected)/users/page.tsx,61,PATCH,/users/{userId},client.PATCH,updateUser
admin,apps/admin/src/app/(protected)/users/page.tsx,76,PATCH,/users/{userId},client.PATCH,updateUser
admin,apps/admin/src/app/(protected)/users/page.tsx,86,GET,/users/{userId}/roles,client.GET,getUserRoles
admin,apps/admin/src/app/(protected)/users/page.tsx,99,PUT,/users/{userId}/roles,client.PUT,setUserRoles
admin,apps/admin/src/app/login/page.tsx,22,POST,/auth/login,client.POST,login
admin,apps/admin/src/lib/use-auth.ts,30,GET,/me,client.GET,getMe
operator,apps/operator/src/app/(protected)/account/page.tsx,58,GET,/account/me,client.GET,getMyAccountProfile
operator,apps/operator/src/app/(protected)/account/page.tsx,59,GET,/admin/navigation,client.GET,getAdminNavigationSummary
operator,apps/operator/src/app/(protected)/account/page.tsx,92,PATCH,/account/me,client.PATCH,updateMyAccountProfile
operator,apps/operator/src/app/(protected)/account/page.tsx,117,POST,/account/change-password,client.POST,changeMyAccountPassword
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/order/page.tsx,38,GET,/encounters/{encounterId},client.GET,getEncounter
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/order/page.tsx,40,GET,/catalog/tests,client.GET,listCatalogTests
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/order/page.tsx,64,POST,/encounters/{encounterId}:order-lab,client.POST,orderLab
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/page.tsx,33,GET,/encounters/{encounterId},client.GET,getEncounter
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/page.tsx,44,GET,/documents,client.GET,listDocuments
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/page.tsx,92,POST,/encounters/{encounterId}:cancel,client.POST,cancelEncounter
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/publish/page.tsx,29,GET,/documents,client.GET,listDocuments
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/publish/page.tsx,51,GET,/encounters/{encounterId},client.GET,getEncounter
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/publish/page.tsx,74,GET,/documents/{id}/download,client.GET,downloadDocument
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/publish/page.tsx,95,POST,/encounters/{encounterId}:publish-report,client.POST,publishEncounterReport
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/receive/page.tsx,25,GET,/encounters/{encounterId},client.GET,getEncounter
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/receive/page.tsx,40,POST,/encounters/{encounterId}:receive-specimen,client.POST,receiveSpecimenLegacy
operator,apps/operator/src/app/(protected)/lims/encounters/[id]/reports/page.tsx,23,GET,/encounters/{encounterId},client.GET,getEncounter
